STATE,COUNTY,FOOD_INSEC,FOOD_INSEC_CHILDREN
OH,Miami,13,21
OH,Monroe,17,30
OH,Montgomery,18,23
OH,Morgan,17,26
OH,Morrow,12,21
OH,Muskingum,16,25
OH,Noble,14,25
OH,Ottawa,12,22
OH,Paulding,12,20
OH,Perry,15,25
OH,Pickaway,13,21
OH,Pike,17,28
OH,Portage,14,22
OH,Preble,13,22
OH,Putnam,9,16
OH,Richland,16,24
OH,Ross,16,24
OH,Sandusky,12,21
OH,Scioto,18,27
OH,Seneca,14,23
OH,Shelby,12,19
OH,Stark,15,22
OH,Summit,16,21
OH,Trumbull,16,25
OH,Tuscarawas,14,22
OH,Union,11,18
OH,Van Wert,12,20
OH,Vinton,16,27
OH,Warren,10,16
OH,Washington,14,23
OH,Wayne,13,21
OH,Williams,13,22
OH,Wood,13,18
OH,Wyandot,12,19
OK,Adair,19,29
OK,Alfalfa,13,22
OK,Atoka,18,27
OK,Beaver,8,17
OK,Beckham,14,20
OK,Blaine,14,22
OK,Bryan,17,23
OK,Caddo,16,24
OK,Canadian,12,18
OK,Carter,16,22
OK,Cherokee,17,25
OK,Choctaw,22,29
OK,Cimarron,11,22
OK,Cleveland,14,19
OK,Coal,18,28
OK,Comanche,18,22
OK,Cotton,15,23
OK,Craig,16,24
OK,Creek,15,23
OK,Custer,14,20
OK,Delaware,16,27
OK,Dewey,14,22
OK,Ellis,13,21
OK,Garfield,14,21
OK,Garvin,16,23
OK,Grady,14,21
OK,Grant,13,19
OK,Greer,16,22
OK,Harmon,12,20
OK,Harper,10,20
OK,Haskell,18,26
OK,Hughes,18,27
OK,Jackson,14,20
OK,Jefferson,16,26
OK,Johnston,17,26
OK,Kay,16,25
OK,Kingfisher,10,17
OK,Kiowa,16,25
OK,Latimer,18,26
OK,Le Flore,18,26
OK,Lincoln,15,23
OK,Logan,14,19
OK,Love,12,20
OK,Major,13,20
OK,Marshall,13,22
OK,Mayes,16,26
OK,McClain,12,19
OK,McCurtain,21,28
OK,McIntosh,19,28
OK,Murray,15,23
OK,Muskogee,19,25
OK,Noble,14,20
OK,Nowata,16,24
OK,Okfuskee,19,26
OK,Oklahoma,16,21
OK,Okmulgee,19,27
OK,Osage,17,23
OK,Ottawa,17,27
OK,Pawnee,15,23
OK,Payne,20,23
OK,Pittsburg,17,25
OK,Pontotoc,17,23
OK,Pottawatomie,16,24
OK,Pushmataha,19,30
OK,Roger Mills,14,22
OK,Rogers,13,20
OK,Seminole,18,26
OK,Sequoyah,19,29
OK,Stephens,16,23
OK,Texas,7,17
OK,Tillman,14,23
OK,Tulsa,16,22
OK,Wagoner,13,20
OK,Washington,15,22
OK,Washita,14,24
OK,Woods,14,21
OK,Woodward,13,21
OR,Baker,16,26
OR,Benton,16,20
OR,Clackamas,12,19
OR,Clatsop,15,23
OR,Columbia,14,24
OR,Coos,16,26
OR,Crook,16,27
OR,Curry,16,25
OR,Deschutes,14,23
OR,Douglas,16,28
OR,Gilliam,14,19
OR,Grant,16,25
OR,Harney,16,27
OR,Hood River,9,20
OR,Jackson,15,25
OR,Jefferson,14,26
OR,Josephine,17,28
OR,Klamath,16,25
OR,Lake,17,25
OR,Lane,16,24
OR,Lincoln,15,25
OR,Linn,16,26
OR,Malheur,13,25
OR,Marion,12,23
OR,Morrow,9,21
OR,Multnomah,16,22
OR,Polk,13,22
OR,Sherman,17,26
OR,Tillamook,14,23
OR,Umatilla,12,23
OR,Union,16,25
OR,Wallowa,16,26
OR,Wasco,13,22
OR,Washington,12,19
OR,Wheeler,16,29
OR,Yamhill,13,23
PA,Adams,9,16
PA,Allegheny,14,17
PA,Armstrong,13,20
PA,Beaver,13,19
PA,Bedford,12,20
PA,Berks,9,17
PA,Blair,13,20
PA,Bradford,12,20
PA,Bucks,9,13
PA,Butler,10,15
PA,Cambria,14,21
PA,Cameron,13,22
PA,Carbon,11,19
PA,Centre,14,16
PA,Chester,8,12
PA,Clarion,14,20
PA,Clearfield,13,21
PA,Clinton,14,22
PA,Columbia,13,19
PA,Crawford,13,20
PA,Cumberland,10,15
PA,Dauphin,14,16
PA,Delaware,13,15
PA,Elk,10,17
PA,Erie,14,20
PA,Fayette,15,24
PA,Forest,15,25
PA,Franklin,11,18
PA,Fulton,12,19
PA,Greene,13,20
PA,Huntingdon,13,20
PA,Indiana,14,20
PA,Jefferson,13,21
PA,Juniata,11,19
PA,Lackawanna,13,19
PA,Lancaster,10,16
PA,Lawrence,13,21
PA,Lebanon,10,16
PA,Lehigh,10,16
PA,Luzerne,13,21
PA,Lycoming,14,20
PA,McKean,13,21
PA,Mercer,13,20
PA,Mifflin,13,22
PA,Monroe,11,16
PA,Montgomery,10,13
PA,Montour,11,16
PA,Northampton,10,15
PA,Northumberland,13,20
PA,Perry,10,16
PA,Philadelphia,21,21
PA,Pike,9,16
PA,Potter,13,21
PA,Schuylkill,12,19
PA,Snyder,11,18
PA,Somerset,12,20
PA,Sullivan,12,19
PA,Susquehanna,12,19
PA,Tioga,13,20
PA,Union,12,18
PA,Venango,13,21
PA,Warren,11,19
PA,Washington,11,17
PA,Wayne,11,19
PA,Westmoreland,11,18
PA,Wyoming,11,19
PA,York,11,16
RI,Bristol,11,15
RI,Kent,11,16
RI,Newport,12,16
RI,Providence,14,20
RI,Washington,11,17
SC,Abbeville,16,24
SC,Aiken,14,22
SC,Allendale,27,28
SC,Anderson,13,20
SC,Bamberg,24,26
SC,Barnwell,21,26
SC,Beaufort,11,19
SC,Berkeley,13,19
SC,Calhoun,17,20
SC,Charleston,15,19
SC,Cherokee,16,25
SC,Chesterfield,18,23
SC,Chester,20,26
SC,Clarendon,20,24
SC,Colleton,18,23
SC,Darlington,19,23
SC,Dillon,23,29
SC,Dorchester,13,18
SC,Edgefield,15,19
SC,Fairfield,21,23
SC,Florence,18,21
SC,Georgetown,17,25
SC,Greenville,12,19
SC,Greenwood,17,23
SC,Hampton,20,22
SC,Horry,14,23
SC,Jasper,16,22
SC,Kershaw,14,20
SC,Lancaster,14,21
SC,Laurens,16,24
SC,Lee,23,24
SC,Lexington,11,19
SC,Marion,23,27
SC,Marlboro,23,28
SC,McCormick,18,23
SC,Newberry,14,20
SC,Oconee,13,23
SC,Orangeburg,23,25
SC,Pickens,13,20
SC,Richland,18,18
SC,Saluda,13,20
SC,Spartanburg,14,20
SC,Sumter,18,20
SC,Union,18,24
SC,Williamsburg,24,24
SC,York,12,18
SD,Aurora,8,14
SD,Beadle,12,22
SD,Bennett,20,30
SD,Bon Homme,10,15
SD,Brookings,13,15
SD,Brown,11,15
SD,Brule,12,19
SD,Buffalo,22,29
SD,Butte,11,15
SD,Campbell,10,16
SD,Charles Mix,14,22
SD,Clark,12,20
SD,Clay,17,19
SD,Codington,11,15
SD,Corson,23,32
SD,Custer,10,17
SD,Davison,12,18
SD,Day,14,25
SD,Deuel,10,15
SD,Dewey,21,29
SD,Douglas,9,15
SD,Edmunds,10,13
SD,Fall River,13,21
SD,Faulk,11,13
SD,Grant,9,15
SD,Gregory,13,21
SD,Haakon,12,19
SD,Hamlin,9,15
SD,Hand,10,15
SD,Hanson,10,15
SD,Harding,11,16
SD,Hughes,11,16
SD,Hutchinson,11,17
SD,Hyde,10,19
SD,Jackson,18,26
SD,Jerauld,9,15
SD,Jones,12,13
SD,Kingsbury,10,16
SD,Lake,12,20
SD,Lawrence,12,17
SD,Lincoln,8,13
SD,Lyman,14,23
SD,Marshall,12,18
SD,McCook,9,15
SD,McPherson,14,18
SD,Meade,11,17
SD,Mellette,20,35
SD,Miner,10,17
SD,Minnehaha,12,16
SD,Moody,12,19
SD,Pennington,12,18
SD,Perkins,12,17
SD,Potter,11,18
SD,Roberts,14,23
SD,Sanborn,10,16
SD,Shannon,12,18
SD,Spink,11,18
SD,Stanley,9,14
SD,Sully,10,13
SD,Todd,24,33
SD,Tripp,15,24
SD,Turner,10,15
SD,Union,9,13
SD,Walworth,13,18
SD,Yankton,12,17
SD,Ziebach,20,28
TN,Anderson,14,24
TN,Bedford,13,22
TN,Benton,16,26
TN,Bledsoe,16,23
TN,Blount,12,20
TN,Bradley,14,23
TN,Campbell,16,27
TN,Cannon,14,23
TN,Carroll,17,24
TN,Carter,16,26
TN,Cheatham,11,20
TN,Chester,16,22
TN,Claiborne,16,25
TN,Clay,16,26
TN,Cocke,17,29
TN,Coffee,14,23
TN,Crockett,15,22
TN,Cumberland,13,23
TN,Davidson,16,20
TN,Decatur,15,26
TN,DeKalb,14,24
TN,Dickson,13,22
TN,Dyer,17,23
TN,Fayette,15,19
TN,Fentress,16,27
TN,Franklin,13,21
TN,Gibson,17,23
TN,Giles,14,21
TN,Grainger,14,23
TN,Greene,15,25
TN,Grundy,17,28
TN,Hamblen,14,23
TN,Hamilton,15,20
TN,Hancock,18,29
TN,Hardeman,21,24
TN,Hardin,16,26
TN,Hawkins,14,24
TN,Haywood,23,23
TN,Henderson,17,26
TN,Henry,15,24
TN,Hickman,14,24
TN,Houston,17,28
TN,Humphreys,13,22
TN,Jackson,16,29
TN,Jefferson,13,22
TN,Johnson,15,25
TN,Knox,14,19
TN,Lake,21,28
TN,Lauderdale,23,26
TN,Lawrence,15,25
TN,Lewis,14,23
TN,Lincoln,13,22
TN,Loudon,11,23
TN,Macon,13,21
TN,Madison,19,21
TN,Marion,15,25
TN,Marshall,13,22
TN,Maury,14,21
TN,McMinn,14,24
TN,McNairy,16,25
TN,Meigs,15,25
TN,Monroe,14,24
TN,Montgomery,15,20
TN,Moore,11,21
TN,Morgan,15,27
TN,Obion,17,26
TN,Overton,15,25
TN,Perry,16,27
TN,Pickett,13,24
TN,Polk,14,25
TN,Putnam,16,24
TN,Rhea,16,27
TN,Roane,14,24
TN,Robertson,11,18
TN,Rutherford,13,17
TN,Scott,18,29
TN,Sequatchie,13,21
TN,Sevier,13,22
TN,Shelby,22,21
TN,Smith,13,22
TN,Stewart,14,25
TN,Sullivan,14,23
TN,Sumner,11,17
TN,Tipton,15,21
TN,Trousdale,15,21
TN,Unicoi,15,26
TN,Union,14,25
TN,Van Buren,14,26
TN,Warren,14,24
TN,Washington,14,22
TN,Wayne,15,26
TN,Weakley,16,22
TN,White,14,23
TN,Williamson,8,14
TN,Wilson,11,17
TX,Anderson,20,26
TX,Andrews,8,19
TX,Angelina,20,27
TX,Aransas,17,29
TX,Archer,16,23
TX,Armstrong,15,20
TX,Atascosa,8,22
TX,Austin,15,23
TX,Bailey,10,22
TX,Bandera,15,24
TX,Bastrop,13,22
TX,Baylor,17,20
TX,Bee,14,27
TX,Bell,20,24
TX,Bexar,11,22
TX,Blanco,14,22
TX,Borden,14,26
TX,Bosque,17,26
TX,Bowie,24,27
TX,Brazoria,15,21
TX,Brazos,22,24
TX,Brewster,13,20
TX,Briscoe,15,25
TX,Brooks,11,34
TX,Brown,18,27
TX,Burleson,17,25
TX,Burnet,16,26
TX,Caldwell,13,23
TX,Calhoun,12,24
TX,Callahan,19,26
TX,Cameron,9,29
TX,Camp,20,27
TX,Carson,14,21
TX,Cass,23,30
TX,Castro,9,22
TX,Chambers,15,21
TX,Cherokee,20,28
TX,Childress,19,27
TX,Clay,17,24
TX,Cochran,11,22
TX,Coke,15,22
TX,Coleman,20,32
TX,Collingsworth,15,28
TX,Collin,16,20
TX,Colorado,15,21
TX,Comal,13,21
TX,Comanche,17,29
TX,Concho,7,23
TX,Cooke,17,25
TX,Coryell,20,25
TX,Cottle,19,30
TX,Crane,9,20
TX,Crockett,9,24
TX,Crosby,13,25
TX,Culberson,9,26
TX,Dallam,13,23
TX,Dallas,18,24
TX,Dawson,11,21
TX,Deaf Smith,8,22
TX,Delta,21,31
TX,Denton,16,20
TX,DeWitt,14,22
TX,Dickens,17,25
TX,Dimmit,5,22
TX,Donley,19,29
TX,Duval,7,26
TX,Eastland,19,25
TX,Ector,10,20
TX,Edwards,8,21
TX,Ellis,15,22
TX,El Paso,8,24
TX,Erath,20,25
TX,Falls,20,27
TX,Fannin,19,26
TX,Fayette,15,22
TX,Fisher,15,23
TX,Floyd,13,27
TX,Foard,16,22
TX,Fort Bend,15,19
TX,Franklin,19,27
TX,Freestone,19,26
TX,Frio,7,22
TX,Gaines,11,20
TX,Galveston,17,23
TX,Garza,9,21
TX,Gillespie,14,22
TX,Glasscock,10,23
TX,Goliad,13,25
TX,Gonzales,13,23
TX,Grayson,19,26
TX,Gray,16,24
TX,Gregg,21,26
TX,Grimes,19,26
TX,Guadalupe,12,20
TX,Hale,14,27
TX,Hall,19,29
TX,Hamilton,18,25
TX,Hansford,11,23
TX,Hardeman,18,24
TX,Hardin,19,26
TX,Harrison,21,26
TX,Harris,17,24
TX,Hartley,13,19
TX,Haskell,16,28
TX,Hays,14,21
TX,Hemphill,12,22
TX,Henderson,20,28
TX,Hidalgo,9,29
TX,Hill,19,28
TX,Hockley,12,21
TX,Hood,17,24
TX,Hopkins,19,28
TX,Houston,24,31
TX,Howard,14,23
TX,Hudspeth,11,32
TX,Hunt,20,26
TX,Hutchinson,16,24
TX,Irion,13,24
TX,Jackson,14,21
TX,Jack,17,27
TX,Jasper,23,28
TX,Jeff Davis,10,17
TX,Jefferson,24,27
TX,Jim Hogg,4,20
TX,Jim Wells,9,26
TX,Johnson,16,24
TX,Jones,18,26
TX,Karnes,13,28
TX,Kaufman,17,23
TX,Kendall,13,21
TX,Kenedy,13,29
TX,Kent,15,25
TX,Kerr,16,24
TX,Kimble,16,27
TX,King,17,20
TX,Kinney,9,24
TX,Kleberg,12,25
TX,Knox,15,23
TX,Lamar,22,28
TX,Lamb,15,29
TX,Lampasas,17,25
TX,La Salle,4,22
TX,Lavaca,15,21
TX,Lee,16,23
TX,Leon,17,25
TX,Liberty,19,26
TX,Limestone,20,30
TX,Lipscomb,13,21
TX,Live Oak,12,24
TX,Llano,18,27
TX,Loving,19,24
TX,Lubbock,17,23
TX,Lynn,12,25
TX,Madison,20,29
TX,Marion,25,31
TX,Martin,10,21
TX,Mason,14,24
TX,Matagorda,17,28
TX,Maverick,8,28
TX,McCulloch,15,26
TX,McLennan,20,26
TX,McMullen,8,18
TX,Medina,9,21
TX,Menard,14,24
TX,Midland,11,19
TX,Milam,18,26
TX,Mills,16,25
TX,Mitchell,14,21
TX,Montague,18,27
TX,Montgomery,15,23
TX,Moore,11,24
TX,Morris,25,30
TX,Motley,18,25
TX,Nacogdoches,23,27
TX,Navarro,19,26
TX,Newton,23,27
TX,Nolan,16,26
TX,Nueces,11,23
TX,Ochiltree,10,20
TX,Oldham,17,23
TX,Orange,21,27
TX,Palo Pinto,19,28
TX,Panola,20,25
TX,Parker,16,23
TX,Parmer,8,22
TX,Pecos,7,19
TX,Polk,20,28
TX,Potter,17,25
TX,Presidio,10,28
TX,Rains,17,25
TX,Randall,15,21
TX,Reagan,8,20
TX,Real,17,27
TX,Red River,23,27
TX,Reeves,7,21
TX,Refugio,12,24
TX,Robertson,20,25
TX,Roberts,15,21
TX,Rockwall,14,20
TX,Runnels,14,25
TX,Rusk,20,26
TX,Sabine,24,37
TX,San Augustine,26,33
TX,San Jacinto,20,26
TX,San Patricio,11,23
TX,San Saba,15,24
TX,Schleicher,11,25
TX,Scurry,11,20
TX,Shackelford,18,25
TX,Shelby,21,28
TX,Sherman,10,20
TX,Smith,20,25
TX,Somervell,17,25
TX,Starr,11,32
TX,Stephens,17,27
TX,Sterling,10,24
TX,Stonewall,17,26
TX,Sutton,9,20
TX,Swisher,15,26
TX,Tarrant,17,23
TX,Taylor,18,24
TX,Terrell,9,21
TX,Terry,11,21
TX,Throckmorton,17,26
TX,Titus,16,26
TX,Tom Green,14,23
TX,Travis,16,22
TX,Trinity,20,27
TX,Tyler,21,28
TX,Upshur,19,26
TX,Upton,12,22
TX,Uvalde,8,23
TX,Val Verde,8,23
TX,Van Zandt,18,27
TX,Victoria,13,23
TX,Walker,24,28
TX,Waller,19,23
TX,Ward,11,22
TX,Washington,19,24
TX,Webb,7,26
TX,Wharton,15,24
TX,Wheeler,15,24
TX,Wichita,20,26
TX,Wilbarger,18,25
TX,Willacy,13,33
TX,Williamson,14,20
TX,Wilson,10,20
TX,Winkler,9,21
TX,Wise,15,24
TX,Wood,18,27
TX,Yoakum,7,19
TX,Young,16,25
TX,Zapata,9,30
TX,Zavala,11,31
UT,Beaver,13,18
UT,Box Elder,13,16
UT,Cache,15,17
UT,Carbon,15,20
UT,Daggett,13,15
UT,Davis,12,15
UT,Duchesne,15,20
UT,Emery,14,19
UT,Garfield,18,23
UT,Grand,17,21
UT,Iron,18,21
UT,Juab,14,19
UT,Kane,13,17
UT,Millard,13,18
UT,Morgan,12,14
UT,Piute,17,25
UT,Rich,14,19
UT,Salt Lake,13,16
UT,San Juan,20,26
UT,Sanpete,15,18
UT,Sevier,15,19
UT,Summit,11,14
UT,Tooele,12,15
UT,Uintah,14,18
UT,Utah,14,16
UT,Wasatch,12,16
UT,Washington,15,20
UT,Wayne,17,21
UT,Weber,13,17
VA,Williamsburg,16,18
VA,Accomack,14,19
VA,Albemarle,10,13
VA,Alleghany,11,19
VA,Amelia,11,15
VA,Amherst,12,16
VA,Appomattox,13,18
VA,Arlington,8,10
VA,Augusta,8,15
VA,Bath,9,13
VA,Bedford,9,15
VA,Bland,10,17
VA,Botetourt,7,14
VA,Brunswick,20,20
VA,Buchanan,16,28
VA,Buckingham,16,20
VA,Campbell,11,17
VA,Caroline,12,16
VA,Carroll,11,19
VA,Charles City,15,16
VA,Charlotte,17,20
VA,Chesterfield,9,12
VA,Clarke,9,15
VA,Craig,10,16
VA,Culpeper,9,13
VA,Cumberland,17,22
VA,Dickenson,15,26
VA,Dinwiddie,14,16
VA,Essex,16,15
VA,Fairfax,5,10
VA,Fauquier,6,11
VA,Floyd,8,13
VA,Fluvanna,8,12
VA,Franklin,11,19
VA,Frederick,7,12
VA,Giles,10,15
VA,Gloucester,8,13
VA,Goochland,8,12
VA,Grayson,13,24
VA,Greene,8,13
VA,Greensville,19,17
VA,Halifax,17,18
VA,Hanover,7,12
VA,Henrico,13,14
VA,Henry,14,20
VA,Highland,9,18
VA,Isle of Wight,11,16
VA,James City,9,13
VA,King and Queen,13,19
VA,King George,9,12
VA,King William,11,17
VA,Lancaster,14,14
VA,Lee,15,26
VA,Loudoun,4,9
VA,Louisa,10,14
VA,Lunenburg,16,18
VA,Madison,10,16
VA,Mathews,8,14
VA,Mecklenburg,16,19
VA,Middlesex,10,15
VA,Montgomery,15,16
VA,Nelson,11,15
VA,New Kent,8,13
VA,Northampton,17,21
VA,Northumberland,13,15
VA,Nottoway,18,18
VA,Orange,10,18
VA,Page,12,20
VA,Patrick,13,22
VA,Pittsylvania,13,19
VA,Powhatan,7,11
VA,Prince Edward,17,17
VA,Prince George,12,15
VA,Prince William,6,10
VA,Pulaski,11,17
VA,Rappahannock,9,17
VA,Richmond,12,14
VA,Roanoke,9,14
VA,Rockbridge,10,18
VA,Rockingham,8,16
VA,Russell,13,21
VA,Scott,12,21
VA,Shenandoah,9,17
VA,Smyth,13,23
VA,Southampton,15,17
VA,Spotsylvania,9,13
VA,Stafford,7,11
VA,Surry,15,14
VA,Sussex,20,18
VA,Tazewell,13,21
VA,Warren,9,15
VA,Washington,10,17
VA,Westmoreland,13,14
VA,Wise,15,24
VA,Wythe,12,18
VA,York,8,13
VA,Alexandria,10,11
VA,Bristol,15,22
VA,Buena Vista,16,25
VA,Charlottesville,17,16
VA,Chesapeake,12,14
VA,Colonial Heights,11,16
VA,Covington,15,23
VA,Danville,22,21
VA,Emporia,26,26
VA,Falls Church,5,9
VA,Fredericksburg,16,16
VA,Galax,13,24
VA,Hampton,18,17
VA,Hampton,11,14
VA,Harrisonburg,16,17
VA,Harrisonburg,11,14
VA,Hopewell,19,20
VA,Hopewell,11,14
VA,Lexington,16,17
VA,Lynchburg,19,20
VA,Lynchburg,11,14
VA,Manassas,5,11
VA,Manassas Park,4,10
VA,Martinsville,22,20
VA,Newport News,17,17
VA,Norfolk,19,19
VA,Norton,17,26
VA,Petersburg,28,24
VA,Poquoson,6,12
VA,Portsmouth,20,19
VA,Radford,21,17
VA,Salem,11,16
VA,Staunton,14,20
VA,Suffolk,14,14
VA,Virginia Beach,11,13
VA,Waynesboro,13,19
VA,Winchester,12,16
VT,Addison,11,16
VT,Bennington,13,20
VT,Caledonia,13,18
VT,Chittenden,12,14
VT,Essex,14,20
VT,Franklin,11,15
VT,Grand Isle,11,16
VT,Lamoille,13,18
VT,Orange,11,18
VT,Orleans,14,20
VT,Rutland,13,18
VT,Washington,11,15
VT,Windham,13,17
VT,Windsor,12,16
WA,Adams,5,19
WA,Asotin,14,22
WA,Benton,11,21
WA,Chelan,10,18
WA,Clallam,15,24
WA,Clark,13,20
WA,Columbia,14,23
WA,Cowlitz,15,24
WA,Douglas,9,20
WA,Ferry,18,27
WA,Franklin,7,20
WA,Garfield,14,21
WA,Grant,9,20
WA,Grays Harbor,16,25
WA,Island,13,20
WA,Jefferson,14,22
WA,King,13,17
WA,Kitsap,13,19
WA,Kittitas,16,20
WA,Klickitat,13,23
WA,Lewis,15,23
WA,Lincoln,13,22
WA,Mason,14,24
WA,Okanogan,14,23
WA,Pacific,16,26
WA,Pend Oreille,17,28
WA,Pierce,14,20
WA,San Juan,12,21
WA,Skagit,12,21
WA,Skamania,14,21
WA,Snohomish,12,18
WA,Spokane,15,22
WA,Stevens,16,26
WA,Thurston,13,20
WA,Wahkiakum,15,26
WA,Walla Walla,12,21
WA,Whatcom,14,20
WA,Whitman,20,21
WA,Yakima,9,22
WI,Adams,12,23
WI,Ashland,13,22
WI,Barron,11,19
WI,Bayfield,12,22
WI,Brown,10,17
WI,Buffalo,11,18
WI,Burnett,12,23
WI,Calumet,8,15
WI,Chippewa,11,17
WI,Clark,11,20
WI,Columbia,10,17
WI,Crawford,12,20
WI,Dane,11,15
WI,Dodge,10,17
WI,Door,11,19
WI,Douglas,13,20
WI,Dunn,12,18
WI,Eau Claire,12,17
WI,Florence,10,19
WI,Fond du Lac,10,16
WI,Forest,13,21
WI,Grant,12,19
WI,Green Lake,11,20
WI,Green,9,16
WI,Iowa,10,17
WI,Iron,12,20
WI,Jackson,11,21
WI,Jefferson,9,17
WI,Juneau,11,20
WI,Kenosha,11,19
WI,Kewaunee,9,17
WI,La Crosse,12,17
WI,Lafayette,9,18
WI,Langlade,13,21
WI,Lincoln,11,18
WI,Manitowoc,10,18
WI,Marathon,10,18
WI,Marinette,12,20
WI,Marquette,11,21
WI,Menominee,19,33
WI,Milwaukee,17,21
WI,Monroe,12,21
WI,Oconto,9,17
WI,Oneida,10,19
WI,Outagamie,10,16
WI,Ozaukee,8,14
WI,Pepin,10,19
WI,Pierce,10,16
WI,Polk,10,18
WI,Portage,12,17
WI,Price,11,19
WI,Racine,11,17
WI,Richland,11,19
WI,Rock,11,20
WI,Rusk,12,22
WI,Sauk,11,19
WI,Sawyer,14,25
WI,Shawano,10,19
WI,Sheboygan,9,16
WI,St. Croix,8,15
WI,Taylor,11,18
WI,Trempealeau,9,17
WI,Vernon,11,20
WI,Vilas,13,22
WI,Walworth,10,17
WI,Washburn,11,21
WI,Washington,8,14
WI,Waukesha,8,14
WI,Waupaca,10,18
WI,Waushara,10,18
WI,Winnebago,11,17
WI,Wood,11,19
WV,Barbour,16,23
WV,Berkeley,13,18
WV,Boone,17,26
WV,Braxton,16,23
WV,Brooke,13,20
WV,Cabell,16,20
WV,Calhoun,16,24
WV,Clay,18,25
WV,Doddridge,12,18
WV,Fayette,16,22
WV,Gilmer,17,25
WV,Grant,14,20
WV,Greenbrier,15,21
WV,Hampshire,16,22
WV,Hancock,15,23
WV,Hardy,13,19
WV,Harrison,14,20
WV,Jackson,14,21
WV,Jefferson,11,14
WV,Kanawha,14,20
WV,Lewis,16,24
WV,Lincoln,18,28
WV,Logan,17,23
WV,Marion,14,20
WV,Marshall,13,19
WV,Mason,15,23
WV,McDowell,22,32
WV,Mercer,16,24
WV,Mineral,16,20
WV,Mingo,19,29
WV,Monongalia,16,16
WV,Monroe,13,20
WV,Morgan,13,16
WV,Nicholas,15,22
WV,Ohio,14,19
WV,Pendleton,14,20
WV,Pleasants,14,24
WV,Pocahontas,14,24
WV,Preston,13,19
WV,Putnam,11,15
WV,Raleigh,15,21
WV,Randolph,14,20
WV,Ritchie,15,22
WV,Roane,17,25
WV,Summers,14,20
WV,Taylor,13,20
WV,Tucker,13,20
WV,Tyler,16,24
WV,Upshur,15,22
WV,Wayne,15,23
WV,Webster,17,25
WV,Wetzel,16,25
WV,Wirt,14,22
WV,Wood,14,21
WV,Wyoming,16,24
WY,Albany,18,18
WY,Big Horn,12,17
WY,Campbell,10,15
WY,Carbon,11,17
WY,Converse,11,16
WY,Crook,10,15
WY,Fremont,14,20
WY,Goshen,12,21
WY,Hot Springs,13,18
WY,Johnson,12,14
WY,Laramie,11,16
WY,Lincoln,11,16
WY,Natrona,13,18
WY,Niobrara,14,19
WY,Park,12,16
WY,Platte,13,21
WY,Sheridan,12,16
WY,Sublette,11,16
WY,Sweetwater,11,17
WY,Teton,10,13
WY,Uinta,13,19
WY,Washakie,11,17
WY,Weston,12,21
